Page ascore,Source title,Source url,Target url,Anchor,External links,Internal links,Nofollow,Sponsored,Ugc,Text,Frame,Form,Image,Sitewide,First seen,Last seen,New link,Lost link
13,Didáctica de la Química: Your Ultimate Destination for Webtoons,https://www.fbioyf.unr.edu.ar/evirtual/mod/forum/discuss.php?d=43716,https://mergefellasgame.com/,Merge Fellas,8,46,false,false,false,true,false,false,false,false,2025-07-25,2025-09-15,false,false
12,Departamento de Difusión > La Academia > Eventos academia,https://difusion.cinvestav.mx/La-Academia/Eventos-academia/emodule/7075/eitem/4974,https://mergefellasgame.com/,Merge Fellas,175,187,false,false,false,true,false,false,false,false,2025-07-10,2025-09-30,false,false
11,Cliché - Úvod | Bandzone.cz,http://test.bandzone.cz/kapelacliche,https://mergefellasgame.com/,https://mergefellasgame.com/,10,51,false,false,false,true,false,false,false,false,2025-07-26,2025-09-28,false,false
11,PET FOOD TECH DAY - 07 - Hygenic Design - Simone Bertoncello - GEA webinars,http://webinar.gea.com/pet-food-tech-day-07-hygenic,https://mergefellasgame.com/,Merge Fellas Italian Brainrot,101,142,false,false,false,true,false,false,false,false,2025-09-05,2025-11-06,false,false
11,AGC: Adi Saputra Wigena: Portfolio Export,https://course.agate.id/blog/index.php?entryid=4698,https://mergefellasgame.com/,Merge Fellas,106,43,false,false,false,true,false,false,false,false,2025-09-16,2025-10-28,false,false
11,"Narrative power & brand activism - Lucy von Sturmer | The Humblebrag, Isabel Crabtree-Condor | Oxfam International, Alex Weller | Patagonia, Ravi Amaratunga Hitchcock | Soursop & Nadine Ridder | We Are All Activists - OnBrand",https://video.onbrand.me/narrative-power-brand-activism,https://mergefellasgame.com/italian-brainrot,Merge Fellas Series,103,133,false,false,false,true,false,false,false,false,2025-06-12,2025-06-29,false,false
11,Shoptalk 2024: Innovation Through Time at Casa Batlló (Event Recap) - Valtech videos,https://videos.valtech.com/shoptalk-2024-innovation-through,https://mergefellasgame.com/merge-fellas-italian-brainrot-9,Merge Fellas Series 9,138,104,false,false,false,true,false,false,false,false,2025-08-20,2025-09-17,false,false
11,Stamp of Approval: Understanding Kosher Symbols and Certification,https://www.getsauce.com/post/stamp-of-approval-understanding-kosher-symbols-and-certification,https://mergefellasgame.com/,merge fellas,28,46,false,false,false,true,false,false,false,false,2025-10-23,2025-11-05,true,false
11,Tropijam – Tropicalísima 660,https://www.imer.mx/tropicalisima/tropijam_2023/,https://mergefellasgame.com/,merge brainrot,56,100,true,false,true,true,false,false,false,false,2025-10-25,2025-11-05,true,false
11,Solitomb,https://www.lexaloffle.com/bbs/?pid=%0D%0A157883,https://mergefellasgame.com/,Merge Fellas Italian Brainrot,7,163,false,false,false,true,false,false,false,false,2025-07-21,2025-11-02,false,false
11,お盆期間中の商品出荷・サイズ交換対応についてのご案内 MEDIAID Online - メディエイド 公式オンラインショップ,https://www.mediaid-online.jp/hpgen/HPB/entries/108.html,https://mergefellasgame.com/sprunki-italian-brainrot,sprunki italian brainrot,272,30,false,false,false,true,false,false,false,false,2025-07-18,2025-10-25,false,false
11,Leo Lumis – Profile – TKaraoke Forums,https://www.tkaraoke.com/forums/profile/leoxlumisgmail-com/,https://mergefellasgame.com/,Merge Fellas,3,22,false,false,false,true,false,false,false,false,2025-09-12,2025-10-29,false,false
11,Exhilaration as Brothers Receive Doctoral Qualifications | University Of Zululand,https://www.unizulu.ac.za/double-exhilaration-as-brothers-receive-their-doctoral-qualifications/,https://mergefellasgame.com/,merge fellas,57,237,true,false,true,true,false,false,false,false,2025-10-25,2025-11-02,true,false
10,insta_appteaser_klubben.mp4 - Børn i byen Video,http://video.bornibyen.dk/instaappteaserklubbenmp4,https://mergefellasgame.com/,merge fellas,16,65,false,false,false,true,false,false,false,false,2025-09-27,2025-11-08,false,false
10,To comment or to not comment? - CodeNewbie Community 🌱,https://community.codenewbie.org/ahmuh1306/to-comment-or-to-not-comment-5eb6,https://mergefellasgame.com/merge-fellas-italian-brainrot-hybrid,Merge Fellas Hybrid Brainrot,18,79,true,false,false,true,false,false,false,false,2025-07-10,2025-09-23,false,false
10,DPRD Kabupaten Sumedang,https://dprd.sumedangkab.go.id/berita/single/setujui-raperda-dana-cadangan-pilkada-dprd-sumedang-bentuk-panitia-khusus,https://mergefellasgame.com/,Merge Fellas Italian Brainrot,18,78,false,false,false,true,false,false,false,false,2025-07-09,2025-10-09,false,false
10,TOT: Exploring the Top Movies That Define Cinema History,https://e-natura.unsa.edu.ar/moodle/mod/forum/discuss.php?d=15320,https://mergefellasgame.com/merge-fellas-italian-brainrot-zombie,Italian Brainrot Zombie,4,28,false,false,false,true,false,false,false,false,2025-06-20,2025-07-30,false,false
10,question-usernearthumb-time1639864198 | Citeve Events,https://events.citeve.pt/question-usernearthumb-time1639864198,https://mergefellasgame.com/,Merge Fellas,22,56,false,false,false,true,false,false,false,false,2025-08-04,2025-11-08,false,false
10,6.5 PRC 143 ELD-X | Nosler Reloading Forum,https://forum.nosler.com/threads/6-5-prc-143-eld-x.46561/,https://mergefellasgame.com/,merge fellas,4,176,false,false,false,true,false,false,false,false,2025-08-13,2025-11-02,false,false
10,RE: https://www.onlinedissertationhelp.com/psychology-dissertation-help - Foro - SmartPeme,https://smartpeme.depo.gal/foro/-/message_boards/message/11946355,https://mergefellasgame.com/,Merge Fellas,14,98,false,false,false,true,false,false,false,false,2025-08-15,2025-10-25,false,false
10,"MEGAPACK OF LEAGUES 2025 by falsobohemio WITH START DATE IN 2025, ALL AMERICAN AND AFRICAN LEAGUES AND U17 WORLD CUP - Football Manager Databases - Editor Data Files - FM24 - Football Manager 2024",https://sortitoutsi.net/content/71034/megapack-of-leagues-2025-by-falsobohemio-with-start-date-in-2025-all-american-leagues-and-u17-world-cup,https://mergefellasgame.com/,merge fellas,15,174,false,false,false,true,false,false,false,false,2025-08-12,2025-11-05,false,false
10,Grilled Steak Tips with Soy Marinade | Andie Mitchell,https://www.andiemitchell.com/grilled-steak-tips-with-soy-marinade/,https://mergefellasgame.com/,Merge Brainrot,48,80,true,false,true,true,false,false,false,false,2025-10-17,2025-11-10,true,false
10,Curso: Recursos fortalecedores del desarrollo en la adolescencia.,https://www.asistenciaalsuicida.org.ar/post/recursos-fortalecedores-del-desarrollo-en-la-adolescencia,https://mergefellasgame.com/,Merge Fellas,20,108,false,false,false,true,false,false,false,false,2025-09-04,2025-09-04,false,false
10,Judas | Mediavida,https://www.mediavida.com/id/Judas,https://mergefellasgame.com/,https://mergefellasgame.com/,28,88,false,false,false,true,false,false,false,false,2025-08-22,2025-08-22,false,false
10,,https://www.shankariasparliament.com/current-affairs/daily-news/india-as-a-developed-country,https://mergefellasgame.com/,merge brainrot,19,33,true,false,false,true,false,false,false,false,2025-10-18,2025-10-18,true,false
9,leo lumis – Alumni Ulacit,https://alumni.ulacit.ac.cr/miembros/leoxlumis_gmail-com/,https://mergefellasgame.com/,Merge Fellas Italian Brainrot,7,32,false,false,false,true,false,false,false,false,2025-07-15,2025-10-23,false,false
9,game - blogafrica organisation,https://batirafrica.blog4ever.com/forum/arts-cultures/game,https://mergefellasgame.com/,Merge Fellas,16,103,true,false,false,true,false,false,false,false,2025-07-16,2025-10-26,false,false
9,Fotogalerija,https://germanistika.unizd.hr/fotogalerija/emodule/25811/eitem/5062,https://mergefellasgame.com/,Merge Fellas,80,102,false,false,false,true,false,false,false,false,2025-08-22,2025-08-22,false,false
9,leoxlumis - karirku,https://karirku.itpln.ac.id/employer/leoxlumis/,https://mergefellasgame.com/,Merge Fellas,4,66,false,false,false,true,false,false,false,false,2025-07-17,2025-11-10,false,false
9,Tallow & Beef Suet Tested for Toxic Phthalates - MAMAVATION,https://mamavation.com/food/tallow-beef-suet-phthalates.html,https://mergefellasgame.com/,Merge Fellas,76,189,false,false,false,true,false,false,false,false,2025-08-02,2025-11-09,false,false
9,The Impact of Psychic Therapy on Your Health · Customer Self-Service,https://odoe.powerappsportals.us/en-US/forums/crep/20951256-2af7-ed11-913a-00155d36dfa6?islandId&licenseType=Dynamics365&page=10&portalDomain=https%3A%2F%2Fodoe.powerappsportals.us&portalProductionOrTrialType=Production&portalType=CustomerPortal&portalVersion=9.7.6.5,https://mergefellasgame.com/,Merge Fellas Italian Brainrot,31,79,false,false,false,true,false,false,false,false,2025-08-07,2025-11-01,false,false
9,Réaménager et rénover le skatepark de Francheville. - Proposals - PARTICIPATORY BUDGETING 2022 - Ville de Périgueux,https://participez.perigueux.fr/processes/BPperigueux2024/f/25/proposals/85?filter%5Bcategory_id%5D%5B%5D=18&locale=en&order=most_endorsed&per_page=20,https://mergefellasgame.com/,merge fellas,52,120,false,false,false,true,false,false,false,false,2025-09-15,2025-11-08,false,false
9,How Can I Download movies on my iPhone? · Mecabricks,https://stage.mecabricks.com/en/forum/discussions/679a6c2ac65c840b1fae0860?page=2,https://mergefellasgame.com/merge-fellas-italian-brainrot-artistic,artistic Merge Fellas game!,31,58,true,false,false,true,false,false,false,false,2025-06-15,2025-11-05,false,false
9,Welcome Country Thunder Iowa 🌽,https://www.countrythunder.com/single-post/2019/10/21/welcome-country-thunder-iowa,https://mergefellasgame.com/,Merge Fellas Brainrot,25,144,false,false,false,true,false,false,false,false,2025-07-08,2025-07-21,false,false
9,"Hometalk, Inc. Trends Report - August 2022",https://www.creators.hometalk.com/post/hometalk-inc-trends-report-august-2022,https://mergefellasgame.com/,Merge Fellas,21,25,false,false,false,true,false,false,false,false,2025-07-18,2025-07-18,false,false
9,"Профессиональная работа 2.3, не появляется | Лекториум",https://www.lektorium.tv/node/37844,https://mergefellasgame.com/,merge fellas,17,44,false,false,false,true,false,false,false,false,2025-10-02,2025-11-01,false,false
9,profil de leolumis [Root Me : plateforme d’apprentissage dédiée au Hacking et à la Sécurité de l’Information],https://www.root-me.org/leolumis?lang=da,https://mergefellasgame.com/,Merge Fellas Italian Brainrot series,14,36,false,false,false,true,false,false,false,false,2025-06-27,2025-08-17,false,false
8,Influex on GeniusU,https://app.geniusu.com/companies/199,https://mergefellasgame.com/,Merge Fellas,14,47,false,false,false,true,false,false,false,false,2025-08-10,2025-09-28,false,false
8,Jobs at TapccGame Studios - Hyper Island,https://jobs.hyperisland.com/company/tapccgame-studios,https://mergefellasgame.com/,Website,6,12,false,false,false,true,false,false,false,false,2025-08-25,2025-10-30,false,false
8,14 Tips For Dating With A Purpose (+ Why You Need To),https://lovestrategies.com/dating-with-a-purpose/,https://mergefellasgame.com/,Merge Fellas,40,78,true,false,true,true,false,false,false,false,2025-07-26,2025-11-09,false,false
8,Exploring the World of Sprunki: What Makes It So Fun? – User Support for Phantasy Tour,https://support.phantasytour.com/forums/164969-feedback-suggestions-and-bugs/suggestions/49694906-exploring-the-world-of-sprunki-what-makes-it-so-f,https://mergefellasgame.com/,https://mergefellasgame.com/,14,70,true,false,true,true,false,false,false,false,2025-08-05,2025-08-05,false,false
8,Bacon Jerky - The Frugal Farm Wife,https://www.frugalfarmwife.com/article/bacon-jerky/,https://mergefellasgame.com/,MergeFellas,50,147,true,false,true,true,false,false,false,false,2025-07-24,2025-11-07,false,false
8,Hollywood Fringe Festival - 5 sirens: beware of rocks,https://www.hollywoodfringe.org/projects/2125?review_id=61333&tab=reviews,https://mergefellasgame.com/,Merge Fellas — Brainrot Merge Puzzle,6,57,false,false,false,true,false,false,false,false,2025-08-14,2025-10-14,false,false
8,What To Wear Hiking As A Woman – Renee Roaming,https://www.reneeroaming.com/what-to-wear-hiking-as-a-woman/,https://mergefellasgame.com/,Merge Fellas,95,353,true,false,true,true,false,false,false,false,2025-07-23,2025-11-08,false,false
8,【最新】京都の古着屋マップ | おすすめ30店舗をエリア別に徹底紹介 《後編》 【古着通販】古着屋RushOut（ラッシュアウト）公式オンラインショップ,https://www.rushout.jp/hpgen/HPB/entries/582.html,https://mergefellasgame.com/,merge fellas,179,642,false,false,false,true,false,false,false,false,2025-07-13,2025-11-10,false,false
7,Churro Waffles - CPA: Certified Pastry Aficionado,http://www.certifiedpastryaficionado.com/churro-waffles/,https://mergefellasgame.com/,mergefellasgame,297,581,true,false,false,true,false,false,false,false,2025-05-25,2025-11-08,false,false
7,"Sancho, Chris, Innostian and Seruk Azerbaijan » Форуми » ArenaBG",https://arenabg.com/bg/forums/sancho-chris-innostian-and-seruk-azerbaijan-t477210.html?page=10,https://mergefellasgame.com/,https://mergefellasgame.com/,39,40,false,false,false,true,false,false,false,false,2025-10-11,2025-10-11,false,false
7,Livello d'ingresso AST JRC - forum di Concorsi.it,https://forum.concorsi.it/forum/concorsi/concorsi-pubblici/concorsi-in-europa/1446241-livello-d-ingresso-ast-jrc/page2,https://mergefellasgame.com/,brainrot merge game,9,41,false,false,false,true,false,false,false,false,2025-09-12,2025-10-29,false,false
7,Battery Issue Dragon GTR - ESG - Electric Scooter Forums,https://forum.electric-scooter.guide/d/683-battery-issue-dragon-gtr?page=2,https://mergefellasgame.com/,brainrot merge,134,3,true,false,true,true,false,false,false,false,2025-10-19,2025-11-09,true,false
7,[Materials] Re: Optimizing Operational Efficiency with Progatix - Materials - lists.galaxyproject.org,https://lists.galaxyproject.org/archives/list/materials@lists.galaxyproject.org/message/HKJ5YUQPIZWWLRJ2NJ3MVJIIMYLFNZZ7/,https://mergefellasgame.com/,https://mergefellasgame.com/,2,15,false,false,false,true,false,false,false,false,2025-08-07,2025-11-01,false,false
7,Rugby : Pronos 2026 - Poule 4 - Rugbyfederal.com,https://rugbyfederal.com/forum/viewtopic.php?id=30599&p=2,https://mergefellasgame.com/,brainrotmerge,5,54,false,false,false,true,false,false,false,false,2025-09-11,2025-11-06,false,false
7,Frank og Johnny - Landsbydrømme - Assens Kommune,https://video.assens.dk/frank-og-johnny-landsbydromme,https://mergefellasgame.com/,Merge Fellas — Brainrot Merge Puzzle,31,83,false,false,false,true,false,false,false,false,2025-09-06,2025-11-07,false,false
7,Best Corporate Dining Restaurant in London - Welcome To 1 Lombard,https://www.1lombardstreet.com/post/best-corporate-dining-restaurant-in-london,https://mergefellasgame.com/,Merge Fellas,10,38,false,false,false,true,false,false,false,false,2025-09-28,2025-09-28,false,false
7,Healthy Freezer Meals (How-To + Recipes) - Healthy Liv,https://www.healthy-liv.com/healthy-freezer-meals-how-to-recipes/,https://mergefellasgame.com/,Merge Brainrot,25,72,true,false,false,true,false,false,false,false,2025-10-18,2025-11-10,true,false
7,KITOPI WELCOMES TWO KEY HIRES TO ITS GLOBAL LEADERSHIP TEAM,https://www.kitopi.com/post/kitopi-welcomes-two-key-hires-to-its-global-leadership-team,https://mergefellasgame.com/,Merge Fellas,12,22,true,false,false,true,false,false,false,false,2025-07-31,2025-10-21,false,false
7,"Lemon Blueberry Scones {Grain Free, Paleo} - The Paleo Running Momma",https://www.paleorunningmomma.com/lemon-blueberry-scones-grain-free-paleo/,https://mergefellasgame.com/,merge brainrot,59,97,true,false,false,true,false,false,false,false,2025-10-16,2025-11-10,true,false
7,Apologies | Philosophy Talk,https://www.philosophytalk.org/blog/apologies,https://mergefellasgame.com/,Brainrot Merge,25,61,false,false,false,true,false,false,false,false,2025-06-23,2025-06-25,false,false
7,Vir Sanghvi,https://www.virsanghvi.com/Article-Details.aspx?key=2338,https://mergefellasgame.com/,brainrot merge,8,32,false,false,false,true,false,false,false,false,2025-11-08,2025-11-08,true,false
6,Merge Fellas – Italian Brainrot Meme Merge Game,https://mergefellasgames.com/,https://italian-brainrot.mergefellasgame.com/,,3,9,false,false,false,false,true,false,false,false,2025-05-23,2025-11-07,false,false
6,Печи-камины :: Каталог предприятий :: Портал (сайт) город Пушкино Московская область,https://pushkino.tv/catalog/stroitelstvo-i-nedvizhimost/proektirovanie-montazh-remont/46679/,https://mergefellasgame.com/,https://mergefellasgame.com/,10,56,false,false,false,true,false,false,false,false,2025-09-26,2025-10-23,false,false
6,Startups | italianbrainrot - PromoteProject | Startup Growth Platform,https://www.promoteproject.com/public/tag/italianbrainrot,https://mergefellasgame.com/,MERGEFELLASGAME.COM,1,37,false,false,false,true,false,false,false,false,2025-06-25,2025-11-06,false,false
5,Deborah MacNamara,https://macnamara.ca/forums/reply/8401/,https://mergefellasgame.com/,Bad Time Simulator,8,30,true,false,false,true,false,false,false,false,2025-08-01,2025-10-06,false,false
5,450 Inspirational Blame Quotes: Stop Blaming Others (2023),https://www.consultclarity.org/post/blame-quotes,https://mergefellasgame.com/,brainrot merge,13,80,false,false,false,true,false,false,false,false,2025-10-15,2025-11-07,true,false
5,Upside Down Sticky Buns - unOriginal Mom,https://www.unoriginalmom.com/upside-down-sticky-buns/,https://mergefellasgame.com/,Merge Fellas,118,257,false,false,false,true,false,false,false,false,2025-08-12,2025-11-05,false,false
4,Visitor message from shara123 - Angband Forums,https://angband.live/forums/member/17377-vurter/visitormessage/247712-visitor-message-from-shara123,https://mergefellasgame.com/,merge fellas,3,16,false,false,false,true,false,false,false,false,2025-09-15,2025-10-23,false,false
4,Not In Philly: A Shared Call To Serve — Code for Philly,https://codeforphilly.org/blog/not_in_philly--a_shared_call_to_serve,https://mergefellasgame.com/,merge fellas,69,101,false,false,false,true,false,false,false,false,2025-09-29,2025-11-08,false,false
4,Most Innovative Metal Detectors Changing the Game - atipabangkok,https://www.atipabangkok.com/en/forum/topic/334500/most-innovative-metal-detectors-changing-the-game,https://mergefellasgame.com/,merge fellas,15,109,false,false,false,true,false,false,false,false,2025-09-27,2025-09-27,false,false
4,"can curling of straight hair causes hair loss? - Bald Truth Talk - Hair Loss, Hair Transplant and Hair Restoration Community",https://www.baldtruthtalk.com/forum/hair-transplants/women-s-hair-transplants/26314-can-curling-of-straight-hair-causes-hair-loss,https://mergefellasgame.com/,merge brainrot,6,53,false,false,false,true,false,false,false,false,2025-09-10,2025-11-08,false,false
4,Wavehouse,https://www.dubaicity.com/post/wavehouse,https://mergefellasgame.com/,Merge Fellas,4,25,false,false,false,true,false,false,false,false,2025-09-19,2025-09-19,false,false
4,JavaScript ne fonctionne pas dans un widget Elementor - Forums Tout JavaScript,https://www.toutjavascript.com/forum/viewtopic.php?t=4080,https://mergefellasgame.com/,merge fellas,15,69,false,false,false,true,false,false,false,false,2025-09-26,2025-10-31,false,false
3,Splashtastic Fun at Typhoon Lagoon - chelseamamma.co.uk,https://www.chelseamamma.co.uk/2017/09/15/splashtastic-fun-typhoon-lagoon/,https://mergefellasgame.com/merge-fellas-italian-brainrot-zombie,ZombieBrainrot,40,96,false,false,false,true,false,false,false,false,2025-06-11,2025-06-11,false,false
3,One Week till Preview starts for Tiny Beautiful Things!,https://www.circletheatre.com/post/one-week-till-preview-starts-for-tiny-beautiful-things,https://mergefellasgame.com/,merge fellas,15,61,false,false,false,true,false,false,false,false,2025-11-06,2025-11-06,true,false
3,3 Signs That Your Commercial Auto Insurance Company Needs to Change Roadside Assistance Providers,https://www.nacroadservice.com/post/3-signs-that-your-commercial-auto-insurance-company-needs-to-change-roadside-assistance-providers,https://mergefellasgame.com/,merge rot,5,37,false,false,false,true,false,false,false,false,2025-10-23,2025-11-11,true,false
3,Does Missouri Have a Leash Law?,https://www.plfirm.com/post/missouri-leash-law,https://mergefellasgame.com/,merge fellas,5,36,false,false,false,true,false,false,false,false,2025-10-30,2025-10-30,true,false
3,Appam recipe | Steffi's Recipes,https://www.steffisrecipes.com/2019/10/appam-recipe.html,https://mergefellasgame.com/merge-fellas-sahur-brainrot,Merge Fellas Sahur Brainrot,157,167,true,false,false,true,false,false,false,false,2025-07-28,2025-11-06,false,false
3,"4 calls to action that work better than ""book a demo.""",https://www.systm.co/post/4-calls-to-action-that-work-better-than-book-a-demo,https://mergefellasgame.com/,merge fellas,12,26,false,false,false,true,false,false,false,false,2025-10-02,2025-10-02,false,false
2,Merge Fellas - Bulk Ads Post,https://www.bulkadspost.com/business/merge-fellas/,https://mergefellasgame.com/,Merge Fellas,12,57,false,false,false,true,false,false,false,false,2025-08-29,2025-11-03,false,false
2,Classic Kirby: Kirby J’s Best Court Comments,https://www.survivelaw.com/post/775-classic-kirby-kirby-js-best-court-comments,https://mergefellasgame.com/,Merge Fellas,7,22,false,false,false,true,false,false,false,false,2025-09-21,2025-10-08,false,false
1,ميرانج فيلاس - لعبة دمج مجانية على الإنترنت للمتعة والاسترخاء,https://sprunki-phase.com/ar/merge-fellas.html,https://italian-brainrot.mergefellasgame.com/,,3,41,false,false,false,false,true,false,false,false,2025-07-22,2025-11-03,false,false
1,Banana-Topped Vegan Pancakes,https://www.rainbeaumars.com/post/banana-topped-vegan-pancakes,https://mergefellasgame.com/merge-fellas-italian-brainrot-11,Merge Fellas 11,8,28,false,false,false,true,false,false,false,false,2025-09-09,2025-09-09,false,false
0,High-LevelSEO Practice: A Comprehensive Guide from Technical Optimization to Content Strategy | best seo guide for webmaster,http://backlink.wiki/domain.php?part=05%2F12%2F2025%2F130,https://mergefellasgame.com/,mergefellasgame.com,2215,1243,true,false,false,false,false,false,true,false,2025-05-23,2025-05-23,false,false
0,seo domain research,http://blinks.sbs/domain/domain/part/05-12-2025-130,https://mergefellasgame.com/,mergefellasgame.com,1972,239,true,false,false,true,false,false,false,false,2025-05-16,2025-07-10,false,false
0,High-LevelSEO Practice: A Comprehensive Guide from Technical Optimization to Content Strategy | best seo guide for webmaster,http://domain.gov.mex.com/domain.php?part=05%2F12%2F2025%2F130,https://mergefellasgame.com/,mergefellasgame.com,2215,1243,true,false,false,false,false,false,true,false,2025-06-06,2025-07-12,false,false
